Date,District,Latitude,Longitude,Temperature_Max_C,Temperature_Min_C,Temperature_Avg_C,Humidity_Percent,Rainfall_mm,Wind_Speed_kmh,Weather_Condition,Season
2021-01-13,Cooch Behar,26.324,89.445,25.8,15.5,20.6,67,0,9.9,Sunny,Winter
2021-01-13,Bankura,23.2324,87.0696,22.3,10.7,16.5,65,0,9.8,Sunny,Winter
2021-01-13,Purulia,23.3321,86.3616,25.1,12.1,18.6,68,0.2,11.1,Sunny,Winter
2021-01-13,Paschim Medinipur,22.4291,87.3219,21.8,11.4,16.6,66,2.3,10.7,Drizzle,Winter
2021-01-13,Purba Medinipur,22.0209,87.7698,24.2,14.7,19.4,74,0,10.9,Sunny,Winter
2021-01-13,Jhargram,22.4534,86.9851,24.7,11.8,18.2,65,0.4,10.4,Cloudy,Winter
2021-01-13,Kalimpong,27.0594,88.4686,11.1,6.2,8.7,64,0,8.4,Sunny,Winter
2021-01-14,Kolkata,22.5726,88.3639,23.9,15.7,19.8,74,0,13.1,Partly Cloudy,Winter
2021-01-14,Howrah,22.5958,88.2636,23.4,13.3,18.4,76,0,8.8,Sunny,Winter
2021-01-14,Hooghly,22.9089,88.3967,23.2,13.7,18.4,67,2.0,10.1,Drizzle,Winter
2021-01-14,North 24 Parganas,22.6157,88.4332,25.6,14.7,20.1,70,0.7,13.2,Drizzle,Winter
2021-01-14,South 24 Parganas,22.1602,88.4373,23.3,12.5,17.9,68,0,12.0,Cloudy,Winter
2021-01-14,Nadia,23.4709,88.5564,25.2,12.6,18.9,70,0,11.1,Sunny,Winter
2021-01-14,Murshidabad,24.1833,88.2833,24.4,13.5,18.9,72,0,8.8,Sunny,Winter
2021-01-14,Bardhaman East,23.2324,87.8615,25.6,15.7,20.6,65,1.1,13.8,Drizzle,Winter
2021-01-14,Bardhaman West,23.5522,87.3784,25.9,13.5,19.7,64,0,8.7,Partly Cloudy,Winter
2021-01-14,Birbhum,23.8404,87.6186,26.3,15.5,20.9,70,0.5,8.3,Cloudy,Winter
2021-01-14,Malda,25.0096,88.1413,23.6,15.3,19.5,71,0,9.4,Sunny,Winter
2021-01-14,Uttar Dinajpur,25.622,88.1413,25.7,12.2,18.9,65,0,9.3,Sunny,Winter
2021-01-14,Dakshin Dinajpur,25.2195,88.7749,26.4,12.5,19.4,64,0,9.5,Cloudy,Winter
2021-01-14,Jalpaiguri,26.5263,88.7184,18.5,11.6,15.1,70,0,13.9,Cloudy,Winter
2021-01-14,Darjeeling,27.041,88.2663,11.7,5.4,8.6,69,0,8.3,Sunny,Winter
2021-01-14,Alipurduar,26.4911,89.5276,17.6,10.7,14.2,71,0,10.7,Cloudy,Winter
2021-01-14,Cooch Behar,26.324,89.445,23.6,13.3,18.5,72,6.8,9.1,Light Rain,Winter
2021-01-14,Bankura,23.2324,87.0696,22.1,10.2,16.1,67,0,12.6,Sunny,Winter
2021-01-14,Purulia,23.3321,86.3616,22.7,13.7,18.2,67,0,9.7,Sunny,Winter
2021-01-14,Paschim Medinipur,22.4291,87.3219,25.0,11.8,18.4,70,0.4,12.9,Sunny,Winter
2021-01-14,Purba Medinipur,22.0209,87.7698,25.3,14.6,19.9,76,0,12.9,Cloudy,Winter
2021-01-14,Jhargram,22.4534,86.9851,21.0,12.2,16.6,74,5.4,11.9,Light Rain,Winter
2021-01-14,Kalimpong,27.0594,88.4686,11.7,3.3,7.5,66,2.9,12.3,Drizzle,Winter
2021-01-15,Kolkata,22.5726,88.3639,26.9,13.7,20.3,72,0,11.5,Sunny,Winter
2021-01-15,Howrah,22.5958,88.2636,23.2,13.0,18.1,70,0,9.3,Cloudy,Winter
2021-01-15,Hooghly,22.9089,88.3967,26.9,14.7,20.8,71,0,8.3,Sunny,Winter
2021-01-15,North 24 Parganas,22.6157,88.4332,23.5,13.4,18.4,73,0,8.8,Sunny,Winter
2021-01-15,South 24 Parganas,22.1602,88.4373,25.7,14.5,20.1,76,0,12.2,Cloudy,Winter
2021-01-15,Nadia,23.4709,88.5564,24.1,15.3,19.7,71,0,13.2,Sunny,Winter
2021-01-15,Murshidabad,24.1833,88.2833,24.3,16.0,20.1,66,1.1,9.8,Drizzle,Winter
2021-01-15,Bardhaman East,23.2324,87.8615,25.5,14.8,20.1,65,0,13.5,Partly Cloudy,Winter
2021-01-15,Bardhaman West,23.5522,87.3784,24.9,14.3,19.6,72,1.8,10.3,Drizzle,Winter
2021-01-15,Birbhum,23.8404,87.6186,23.3,14.8,19.1,67,0,13.5,Sunny,Winter
2021-01-15,Malda,25.0096,88.1413,24.5,13.8,19.1,72,0,12.7,Sunny,Winter
2021-01-15,Uttar Dinajpur,25.622,88.1413,24.1,14.8,19.5,65,0,9.8,Cloudy,Winter
2021-01-15,Dakshin Dinajpur,25.2195,88.7749,24.7,13.8,19.2,67,1.1,9.3,Drizzle,Winter
2021-01-15,Jalpaiguri,26.5263,88.7184,19.1,10.6,14.9,71,0,10.9,Cloudy,Winter
2021-01-15,Darjeeling,27.041,88.2663,13.4,3.3,8.3,63,0.2,11.7,Sunny,Winter
2021-01-15,Alipurduar,26.4911,89.5276,19.6,9.9,14.8,70,1.8,9.3,Drizzle,Winter
2021-01-15,Cooch Behar,26.324,89.445,26.0,12.1,19.1,67,0,9.2,Partly Cloudy,Winter
2021-01-15,Bankura,23.2324,87.0696,21.6,13.9,17.8,70,0,13.2,Sunny,Winter
2021-01-15,Purulia,23.3321,86.3616,21.1,12.6,16.9,70,0,12.5,Sunny,Winter
2021-01-15,Paschim Medinipur,22.4291,87.3219,23.0,11.6,17.3,63,0,13.6,Sunny,Winter
2021-01-15,Purba Medinipur,22.0209,87.7698,26.2,15.4,20.8,70,0,11.9,Sunny,Winter
2021-01-15,Jhargram,22.4534,86.9851,22.5,12.0,17.2,67,1.0,11.5,Drizzle,Winter
2021-01-15,Kalimpong,27.0594,88.4686,14.1,6.0,10.1,71,0,9.4,Sunny,Winter
2021-01-16,Kolkata,22.5726,88.3639,26.8,13.0,19.9,72,0,13.1,Sunny,Winter
2021-01-16,Howrah,22.5958,88.2636,24.3,12.6,18.4,76,0,13.6,Partly Cloudy,Winter
2021-01-16,Hooghly,22.9089,88.3967,25.7,14.6,20.1,74,0,13.4,Sunny,Winter
2021-01-16,North 24 Parganas,22.6157,88.4332,24.4,14.1,19.2,69,0,11.1,Cloudy,Winter
2021-01-16,South 24 Parganas,22.1602,88.4373,25.5,13.2,19.4,73,0,11.7,Cloudy,Winter
2021-01-16,Nadia,23.4709,88.5564,25.7,15.1,20.4,68,0,11.9,Partly Cloudy,Winter
2021-01-16,Murshidabad,24.1833,88.2833,24.8,15.1,19.9,71,0,8.7,Sunny,Winter
2021-01-16,Bardhaman East,23.2324,87.8615,25.8,13.9,19.9,68,0.9,8.9,Drizzle,Winter
2021-01-16,Bardhaman West,23.5522,87.3784,24.3,16.1,20.2,63,0,9.6,Sunny,Winter
2021-01-16,Birbhum,23.8404,87.6186,26.6,16.0,21.3,71,0.9,8.5,Drizzle,Winter
2021-01-16,Malda,25.0096,88.1413,23.3,13.7,18.5,67,1.4,8.6,Drizzle,Winter
2021-01-16,Uttar Dinajpur,25.622,88.1413,23.6,12.4,18.0,63,0,10.9,Cloudy,Winter
2021-01-16,Dakshin Dinajpur,25.2195,88.7749,27.0,12.4,19.7,64,0,9.2,Sunny,Winter
2021-01-16,Jalpaiguri,26.5263,88.7184,19.6,8.8,14.2,72,0,10.3,Cloudy,Winter
2021-01-16,Darjeeling,27.041,88.2663,12.7,4.1,8.4,63,0,8.9,Sunny,Winter
2021-01-16,Alipurduar,26.4911,89.5276,19.4,9.2,14.3,70,0,9.9,Partly Cloudy,Winter
2021-01-16,Cooch Behar,26.324,89.445,26.8,16.1,21.5,72,3.2,13.8,Drizzle,Winter
2021-01-16,Bankura,23.2324,87.0696,23.0,12.3,17.6,69,0,12.5,Sunny,Winter
2021-01-16,Purulia,23.3321,86.3616,24.4,11.8,18.1,70,0,10.3,Sunny,Winter
2021-01-16,Paschim Medinipur,22.4291,87.3219,23.1,10.6,16.9,71,2.3,11.3,Drizzle,Winter
2021-01-16,Purba Medinipur,22.0209,87.7698,26.5,14.9,20.7,72,4.9,8.6,Drizzle,Winter
2021-01-16,Jhargram,22.4534,86.9851,21.5,12.3,16.9,68,0,10.1,Sunny,Winter
2021-01-16,Kalimpong,27.0594,88.4686,12.9,3.5,8.2,70,14.4,9.4,Light Rain,Winter
2021-01-17,Kolkata,22.5726,88.3639,23.5,14.7,19.1,69,1.4,11.0,Drizzle,Winter
2021-01-17,Howrah,22.5958,88.2636,23.3,14.4,18.9,72,0,12.1,Sunny,Winter
2021-01-17,Hooghly,22.9089,88.3967,25.0,13.6,19.3,67,0,8.3,Sunny,Winter
2021-01-17,North 24 Parganas,22.6157,88.4332,26.7,14.9,20.8,70,0,9.1,Partly Cloudy,Winter
2021-01-17,South 24 Parganas,22.1602,88.4373,23.9,14.0,18.9,73,0,12.6,Partly Cloudy,Winter
2021-01-17,Nadia,23.4709,88.5564,24.6,12.0,18.3,65,2.0,8.9,Drizzle,Winter
2021-01-17,Murshidabad,24.1833,88.2833,26.7,13.3,20.0,72,3.7,9.2,Drizzle,Winter
2021-01-17,Bardhaman East,23.2324,87.8615,23.9,14.8,19.4,63,0,8.9,Sunny,Winter
2021-01-17,Bardhaman West,23.5522,87.3784,23.6,13.9,18.8,63,0.0,9.7,Partly Cloudy,Winter
2021-01-17,Birbhum,23.8404,87.6186,23.0,13.6,18.3,72,0,13.4,Cloudy,Winter
2021-01-17,Malda,25.0096,88.1413,25.8,14.5,20.1,70,0.3,8.7,Sunny,Winter
2021-01-17,Uttar Dinajpur,25.622,88.1413,25.5,12.6,19.1,69,1.0,9.6,Drizzle,Winter
2021-01-17,Dakshin Dinajpur,25.2195,88.7749,24.6,12.6,18.6,70,1.2,10.3,Drizzle,Winter
2021-01-17,Jalpaiguri,26.5263,88.7184,20.9,10.2,15.5,67,0,12.8,Partly Cloudy,Winter
2021-01-17,Darjeeling,27.041,88.2663,13.3,5.8,9.6,70,0,12.5,Partly Cloudy,Winter
2021-01-17,Alipurduar,26.4911,89.5276,19.8,8.2,14.0,69,0,12.5,Cloudy,Winter
2021-01-17,Cooch Behar,26.324,89.445,24.7,14.1,19.4,72,1.2,9.5,Drizzle,Winter
2021-01-17,Bankura,23.2324,87.0696,21.3,10.8,16.1,69,0,13.3,Sunny,Winter
2021-01-17,Purulia,23.3321,86.3616,21.1,10.8,16.0,68,0,12.2,Sunny,Winter
2021-01-17,Paschim Medinipur,22.4291,87.3219,22.4,11.7,17.0,68,2.0,8.2,Drizzle,Winter
2021-01-17,Purba Medinipur,22.0209,87.7698,23.9,13.2,18.5,72,0,9.9,Cloudy,Winter
2021-01-17,Jhargram,22.4534,86.9851,22.9,12.9,17.9,72,0,14.0,Sunny,Winter
2021-01-17,Kalimpong,27.0594,88.4686,13.7,4.9,9.3,64,0,11.9,Sunny,Winter
2021-01-18,Kolkata,22.5726,88.3639,26.3,15.9,21.1,67,0.9,12.7,Drizzle,Winter
2021-01-18,Howrah,22.5958,88.2636,23.2,12.2,17.7,69,0.5,8.2,Partly Cloudy,Winter
2021-01-18,Hooghly,22.9089,88.3967,25.1,15.5,20.3,69,0,12.3,Sunny,Winter
2021-01-18,North 24 Parganas,22.6157,88.4332,26.1,13.6,19.9,73,0,9.5,Partly Cloudy,Winter
2021-01-18,South 24 Parganas,22.1602,88.4373,26.1,14.2,20.1,67,0.8,10.6,Drizzle,Winter
2021-01-18,Nadia,23.4709,88.5564,23.6,15.1,19.4,66,0,10.3,Partly Cloudy,Winter
2021-01-18,Murshidabad,24.1833,88.2833,25.8,14.6,20.2,71,0.2,9.1,Cloudy,Winter
2021-01-18,Bardhaman East,23.2324,87.8615,24.0,12.4,18.2,65,0.4,8.6,Partly Cloudy,Winter
2021-01-18,Bardhaman West,23.5522,87.3784,24.6,12.2,18.4,65,0.5,13.2,Sunny,Winter
2021-01-18,Birbhum,23.8404,87.6186,25.6,15.3,20.5,66,0,10.5,Partly Cloudy,Winter
2021-01-18,Malda,25.0096,88.1413,26.2,13.7,19.9,63,0,11.7,Sunny,Winter
2021-01-18,Uttar Dinajpur,25.622,88.1413,26.3,12.1,19.2,72,1.2,8.6,Drizzle,Winter
2021-01-18,Dakshin Dinajpur,25.2195,88.7749,24.6,12.1,18.4,70,0.4,13.7,Cloudy,Winter
2021-01-18,Jalpaiguri,26.5263,88.7184,17.3,10.6,13.9,67,0,9.5,Cloudy,Winter
2021-01-18,Darjeeling,27.041,88.2663,13.1,5.9,9.5,71,0,9.2,Sunny,Winter
2021-01-18,Alipurduar,26.4911,89.5276,18.9,9.1,14.0,68,0,13.4,Sunny,Winter
2021-01-18,Cooch Behar,26.324,89.445,23.3,13.9,18.6,69,0,9.4,Cloudy,Winter
2021-01-18,Bankura,23.2324,87.0696,22.5,11.1,16.8,69,0,13.8,Sunny,Winter
2021-01-18,Purulia,23.3321,86.3616,22.7,11.3,17.0,64,0,9.5,Sunny,Winter
2021-01-18,Paschim Medinipur,22.4291,87.3219,22.5,11.6,17.1,66,0,11.2,Sunny,Winter
2021-01-18,Purba Medinipur,22.0209,87.7698,25.6,15.8,20.7,67,0,10.1,Sunny,Winter
2021-01-18,Jhargram,22.4534,86.9851,20.9,12.7,16.8,74,8.0,13.1,Light Rain,Winter
2021-01-18,Kalimpong,27.0594,88.4686,12.3,4.9,8.6,63,1.5,13.7,Drizzle,Winter
2021-01-19,Kolkata,22.5726,88.3639,26.4,15.1,20.8,68,0,10.1,Sunny,Winter
2021-01-19,Howrah,22.5958,88.2636,23.6,15.0,19.3,76,0.6,14.0,Drizzle,Winter
2021-01-19,Hooghly,22.9089,88.3967,26.3,13.2,19.8,73,0,11.5,Cloudy,Winter
2021-01-19,North 24 Parganas,22.6157,88.4332,24.6,12.9,18.8,75,1.5,12.8,Drizzle,Winter
2021-01-19,South 24 Parganas,22.1602,88.4373,23.3,12.5,17.9,74,1.0,12.2,Drizzle,Winter
2021-01-19,Nadia,23.4709,88.5564,23.8,12.9,18.4,71,0,8.3,Sunny,Winter
2021-01-19,Murshidabad,24.1833,88.2833,25.1,13.7,19.4,67,0,12.9,Sunny,Winter
2021-01-19,Bardhaman East,23.2324,87.8615,25.6,15.6,20.6,67,0,8.8,Sunny,Winter
2021-01-19,Bardhaman West,23.5522,87.3784,27.0,13.8,20.4,64,0,9.5,Partly Cloudy,Winter
2021-01-19,Birbhum,23.8404,87.6186,25.1,12.5,18.8,72,0,13.6,Cloudy,Winter
2021-01-19,Malda,25.0096,88.1413,23.9,14.5,19.2,63,0,10.5,Partly Cloudy,Winter
2021-01-19,Uttar Dinajpur,25.622,88.1413,25.5,14.3,19.9,69,0.1,12.4,Sunny,Winter
2021-01-19,Dakshin Dinajpur,25.2195,88.7749,25.8,14.9,20.4,71,0,12.9,Sunny,Winter
2021-01-19,Jalpaiguri,26.5263,88.7184,18.3,10.4,14.4,64,0,12.7,Sunny,Winter
2021-01-19,Darjeeling,27.041,88.2663,12.4,4.4,8.4,65,1.0,9.8,Drizzle,Winter
2021-01-19,Alipurduar,26.4911,89.5276,20.2,9.4,14.8,67,0,12.0,Sunny,Winter
2021-01-19,Cooch Behar,26.324,89.445,26.0,15.8,20.9,63,0,8.4,Cloudy,Winter
2021-01-19,Bankura,23.2324,87.0696,22.4,10.8,16.6,63,0,13.7,Cloudy,Winter
2021-01-19,Purulia,23.3321,86.3616,23.7,10.2,16.9,70,0,13.1,Cloudy,Winter
2021-01-19,Paschim Medinipur,22.4291,87.3219,22.5,12.9,17.7,71,0.6,11.1,Drizzle,Winter
2021-01-19,Purba Medinipur,22.0209,87.7698,25.5,15.5,20.5,70,0.7,12.1,Drizzle,Winter
2021-01-19,Jhargram,22.4534,86.9851,22.2,12.4,17.3,67,0,8.6,Cloudy,Winter
2021-01-19,Kalimpong,27.0594,88.4686,11.3,6.4,8.9,65,0,12.6,Cloudy,Winter
2021-01-20,Kolkata,22.5726,88.3639,23.9,14.3,19.1,78,7.2,11.3,Light Rain,Winter
2021-01-20,Howrah,22.5958,88.2636,23.1,12.2,17.6,71,0,12.9,Partly Cloudy,Winter
2021-01-20,Hooghly,22.9089,88.3967,26.9,12.0,19.4,68,0,12.3,Sunny,Winter
2021-01-20,North 24 Parganas,22.6157,88.4332,25.8,13.8,19.8,70,0,10.5,Partly Cloudy,Winter
2021-01-20,South 24 Parganas,22.1602,88.4373,24.0,14.4,19.2,75,0,8.5,Sunny,Winter
2021-01-20,Nadia,23.4709,88.5564,23.9,12.4,18.1,71,0,13.2,Sunny,Winter
2021-01-20,Murshidabad,24.1833,88.2833,23.9,15.5,19.7,65,0,9.9,Cloudy,Winter
2021-01-20,Bardhaman East,23.2324,87.8615,25.5,15.3,20.4,63,0,13.1,Cloudy,Winter
2021-01-20,Bardhaman West,23.5522,87.3784,24.1,13.0,18.6,68,0,9.7,Sunny,Winter
2021-01-20,Birbhum,23.8404,87.6186,23.3,14.6,18.9,71,0,9.1,Sunny,Winter
2021-01-20,Malda,25.0096,88.1413,25.4,12.1,18.8,66,0,12.4,Sunny,Winter
2021-01-20,Uttar Dinajpur,25.622,88.1413,25.3,14.5,19.9,69,0.3,12.9,Sunny,Winter
2021-01-20,Dakshin Dinajpur,25.2195,88.7749,22.7,14.2,18.4,72,11.2,12.9,Light Rain,Winter
2021-01-20,Jalpaiguri,26.5263,88.7184,18.9,10.6,14.8,64,1.4,14.0,Drizzle,Winter
2021-01-20,Darjeeling,27.041,88.2663,13.8,3.7,8.8,64,0.6,11.4,Drizzle,Winter
2021-01-20,Alipurduar,26.4911,89.5276,20.5,9.7,15.1,68,0,13.8,Partly Cloudy,Winter
2021-01-20,Cooch Behar,26.324,89.445,27.0,14.7,20.9,66,1.8,9.0,Drizzle,Winter
2021-01-20,Bankura,23.2324,87.0696,21.0,10.1,15.6,63,1.6,12.4,Drizzle,Winter
2021-01-20,Purulia,23.3321,86.3616,22.2,11.2,16.7,65,0,11.1,Cloudy,Winter
2021-01-20,Paschim Medinipur,22.4291,87.3219,23.1,11.7,17.4,72,2.0,13.2,Drizzle,Winter
2021-01-20,Purba Medinipur,22.0209,87.7698,23.7,13.9,18.8,73,0,8.9,Sunny,Winter
2021-01-20,Jhargram,22.4534,86.9851,22.0,10.4,16.2,66,0,12.8,Sunny,Winter
2021-01-20,Kalimpong,27.0594,88.4686,14.0,4.4,9.2,71,0,8.9,Sunny,Winter
2021-01-21,Kolkata,22.5726,88.3639,26.9,14.4,20.6,75,0,11.2,Partly Cloudy,Winter
2021-01-21,Howrah,22.5958,88.2636,24.5,12.9,18.7,69,0,9.9,Sunny,Winter
2021-01-21,Hooghly,22.9089,88.3967,24.1,14.7,19.4,69,0,9.5,Partly Cloudy,Winter
2021-01-21,North 24 Parganas,22.6157,88.4332,24.9,13.4,19.1,71,0,12.4,Cloudy,Winter
2021-01-21,South 24 Parganas,22.1602,88.4373,26.7,13.3,20.0,73,0,12.5,Sunny,Winter
2021-01-21,Nadia,23.4709,88.5564,26.8,13.9,20.4,64,0,10.8,Partly Cloudy,Winter
2021-01-21,Murshidabad,24.1833,88.2833,26.0,12.6,19.3,72,0,10.3,Sunny,Winter
2021-01-21,Bardhaman East,23.2324,87.8615,26.1,13.9,20.0,66,0.4,12.9,Cloudy,Winter
2021-01-21,Bardhaman West,23.5522,87.3784,23.5,15.9,19.7,66,0,11.9,Sunny,Winter
2021-01-21,Birbhum,23.8404,87.6186,24.0,14.5,19.2,66,0.6,11.2,Drizzle,Winter
2021-01-21,Malda,25.0096,88.1413,26.1,12.8,19.5,72,0,8.6,Cloudy,Winter
2021-01-21,Uttar Dinajpur,25.622,88.1413,25.8,12.1,18.9,64,1.8,9.2,Drizzle,Winter
2021-01-21,Dakshin Dinajpur,25.2195,88.7749,23.2,15.5,19.4,66,0,14.0,Sunny,Winter
2021-01-21,Jalpaiguri,26.5263,88.7184,19.8,10.1,14.9,71,1.5,8.5,Drizzle,Winter
2021-01-21,Darjeeling,27.041,88.2663,13.5,6.2,9.8,72,0.5,14.0,Partly Cloudy,Winter
2021-01-21,Alipurduar,26.4911,89.5276,17.9,11.2,14.5,72,0.6,13.8,Drizzle,Winter
2021-01-21,Cooch Behar,26.324,89.445,25.5,14.2,19.9,68,0,12.9,Cloudy,Winter
2021-01-21,Bankura,23.2324,87.0696,21.6,12.4,17.0,75,8.9,13.2,Light Rain,Winter
2021-01-21,Purulia,23.3321,86.3616,24.2,11.5,17.9,63,0,13.2,Sunny,Winter
2021-01-21,Paschim Medinipur,22.4291,87.3219,22.7,12.8,17.8,64,0,11.4,Sunny,Winter
2021-01-21,Purba Medinipur,22.0209,87.7698,24.9,12.6,18.8,68,2.0,9.3,Drizzle,Winter
2021-01-21,Jhargram,22.4534,86.9851,25.0,11.2,18.1,67,0,11.8,Sunny,Winter
2021-01-21,Kalimpong,27.0594,88.4686,12.8,5.1,8.9,67,0.9,12.8,Drizzle,Winter
2021-01-22,Kolkata,22.5726,88.3639,25.6,14.3,20.0,76,10.7,9.8,Light Rain,Winter
2021-01-22,Howrah,22.5958,88.2636,26.4,13.5,19.9,72,0,9.7,Sunny,Winter
2021-01-22,Hooghly,22.9089,88.3967,25.5,15.6,20.6,74,0,13.9,Sunny,Winter
2021-01-22,North 24 Parganas,22.6157,88.4332,25.2,14.0,19.6,71,0,9.7,Sunny,Winter
2021-01-22,South 24 Parganas,22.1602,88.4373,26.4,14.4,20.4,67,0,9.6,Cloudy,Winter
2021-01-22,Nadia,23.4709,88.5564,26.8,13.3,20.1,71,0,10.4,Partly Cloudy,Winter
2021-01-22,Murshidabad,24.1833,88.2833,23.8,12.9,18.4,65,0,9.3,Sunny,Winter
2021-01-22,Bardhaman East,23.2324,87.8615,26.8,15.0,20.9,65,0,13.4,Partly Cloudy,Winter
2021-01-22,Bardhaman West,23.5522,87.3784,23.1,13.2,18.1,67,0,10.3,Sunny,Winter
2021-01-22,Birbhum,23.8404,87.6186,25.1,15.1,20.1,64,0,11.2,Partly Cloudy,Winter
2021-01-22,Malda,25.0096,88.1413,23.1,12.6,17.9,69,1.0,13.0,Drizzle,Winter
2021-01-22,Uttar Dinajpur,25.622,88.1413,26.6,13.3,20.0,67,0,8.8,Sunny,Winter
2021-01-22,Dakshin Dinajpur,25.2195,88.7749,23.1,12.8,18.0,67,0,13.8,Cloudy,Winter
2021-01-22,Jalpaiguri,26.5263,88.7184,18.8,12.0,15.4,68,0,13.8,Sunny,Winter
2021-01-22,Darjeeling,27.041,88.2663,11.2,4.3,7.8,64,0,13.6,Partly Cloudy,Winter
2021-01-22,Alipurduar,26.4911,89.5276,20.1,8.1,14.1,68,1.8,10.9,Drizzle,Winter
2021-01-22,Cooch Behar,26.324,89.445,26.2,12.8,19.5,65,0,8.8,Partly Cloudy,Winter
2021-01-22,Bankura,23.2324,87.0696,22.9,11.1,17.0,67,0.3,9.8,Sunny,Winter
2021-01-22,Purulia,23.3321,86.3616,21.1,13.2,17.1,64,0,8.5,Cloudy,Winter
2021-01-22,Paschim Medinipur,22.4291,87.3219,24.3,10.7,17.5,70,0.7,13.0,Drizzle,Winter
2021-01-22,Purba Medinipur,22.0209,87.7698,25.8,14.5,20.1,72,1.1,9.5,Drizzle,Winter
2021-01-22,Jhargram,22.4534,86.9851,22.2,10.4,16.3,71,3.9,12.7,Drizzle,Winter
2021-01-22,Kalimpong,27.0594,88.4686,11.5,6.5,9.0,65,1.1,9.3,Drizzle,Winter
2021-01-23,Kolkata,22.5726,88.3639,23.0,14.5,18.8,68,0,8.6,Sunny,Winter
2021-01-23,Howrah,22.5958,88.2636,25.8,13.4,19.6,75,0,10.4,Sunny,Winter
2021-01-23,Hooghly,22.9089,88.3967,26.6,12.4,19.5,73,0.1,12.7,Sunny,Winter
2021-01-23,North 24 Parganas,22.6157,88.4332,25.7,14.4,20.1,68,0.6,12.1,Drizzle,Winter
2021-01-23,South 24 Parganas,22.1602,88.4373,24.5,15.7,20.1,76,0,12.8,Sunny,Winter
2021-01-23,Nadia,23.4709,88.5564,24.7,14.1,19.4,75,14.4,12.1,Light Rain,Winter
2021-01-23,Murshidabad,24.1833,88.2833,25.9,13.2,19.5,72,0.4,10.3,Sunny,Winter
2021-01-23,Bardhaman East,23.2324,87.8615,24.8,13.1,18.9,64,0,13.4,Sunny,Winter
2021-01-23,Bardhaman West,23.5522,87.3784,26.1,14.9,20.5,65,0,13.7,Partly Cloudy,Winter
2021-01-23,Birbhum,23.8404,87.6186,24.1,14.5,19.3,69,0.6,12.7,Drizzle,Winter
2021-01-23,Malda,25.0096,88.1413,24.2,13.2,18.7,65,0,10.9,Cloudy,Winter
2021-01-23,Uttar Dinajpur,25.622,88.1413,24.9,13.0,18.9,72,0,9.6,Partly Cloudy,Winter
2021-01-23,Dakshin Dinajpur,25.2195,88.7749,24.2,12.9,18.6,67,0.2,13.6,Sunny,Winter
2021-01-23,Jalpaiguri,26.5263,88.7184,19.7,11.9,15.8,63,1.1,13.6,Drizzle,Winter
2021-01-23,Darjeeling,27.041,88.2663,13.8,3.1,8.5,70,0,11.3,Partly Cloudy,Winter
2021-01-23,Alipurduar,26.4911,89.5276,17.2,8.2,12.7,70,0,10.8,Cloudy,Winter
2021-01-23,Cooch Behar,26.324,89.445,24.7,14.9,19.8,68,0,13.1,Cloudy,Winter
2021-01-23,Bankura,23.2324,87.0696,21.3,10.7,16.0,64,0,9.4,Sunny,Winter
2021-01-23,Purulia,23.3321,86.3616,24.9,12.0,18.4,63,3.5,8.1,Drizzle,Winter
2021-01-23,Paschim Medinipur,22.4291,87.3219,24.4,11.3,17.9,65,0,13.5,Sunny,Winter
2021-01-23,Purba Medinipur,22.0209,87.7698,25.1,12.7,18.9,71,0,11.4,Sunny,Winter
2021-01-23,Jhargram,22.4534,86.9851,23.0,13.4,18.2,71,0,10.5,Cloudy,Winter
2021-01-23,Kalimpong,27.0594,88.4686,12.8,6.9,9.9,66,0,8.7,Cloudy,Winter
2021-01-24,Kolkata,22.5726,88.3639,25.8,14.4,20.1,73,0,9.4,Partly Cloudy,Winter
2021-01-24,Howrah,22.5958,88.2636,24.6,13.1,18.9,71,2.8,13.7,Drizzle,Winter
2021-01-24,Hooghly,22.9089,88.3967,24.1,13.9,19.0,69,0.0,8.7,Cloudy,Winter
2021-01-24,North 24 Parganas,22.6157,88.4332,23.1,15.7,19.4,72,0,13.4,Partly Cloudy,Winter
2021-01-24,South 24 Parganas,22.1602,88.4373,24.7,15.2,19.9,70,0,8.3,Sunny,Winter
2021-01-24,Nadia,23.4709,88.5564,26.6,15.9,21.2,67,0,13.2,Cloudy,Winter
2021-01-24,Murshidabad,24.1833,88.2833,24.0,13.0,18.5,66,0,9.6,Cloudy,Winter
2021-01-24,Bardhaman East,23.2324,87.8615,23.9,13.8,18.9,70,1.8,8.8,Drizzle,Winter
2021-01-24,Bardhaman West,23.5522,87.3784,25.3,14.7,20.0,72,0,11.0,Sunny,Winter
2021-01-24,Birbhum,23.8404,87.6186,26.4,14.4,20.4,67,0,12.8,Cloudy,Winter
2021-01-24,Malda,25.0096,88.1413,23.6,15.7,19.6,73,6.1,10.2,Light Rain,Winter
2021-01-24,Uttar Dinajpur,25.622,88.1413,25.2,15.5,20.4,68,1.0,9.7,Drizzle,Winter
2021-01-24,Dakshin Dinajpur,25.2195,88.7749,24.3,14.7,19.5,70,0,12.8,Partly Cloudy,Winter
2021-01-24,Jalpaiguri,26.5263,88.7184,17.8,11.6,14.7,63,1.7,8.3,Drizzle,Winter
2021-01-24,Darjeeling,27.041,88.2663,14.4,5.1,9.8,65,0,13.0,Cloudy,Winter
2021-01-24,Alipurduar,26.4911,89.5276,18.4,10.1,14.2,68,0,11.3,Sunny,Winter
